movie_name,year,genre,plot
Blackadder Back & Forth,1999,Drama,"New Year's Eve, 1999, Blackadder Hall. While entertaining his dinner party guests - Archbishop Melchett, Archdeacon Darling, Major George Bufton-Tufton and Lady Elizabeth - cunning-as-a-fox Lord Edmund Blackadder suggests a wager. To prove that he can travel through time with his fully operational time machine, built to the exact specifications of the great Leonardo Da Vinci, Blackadder bets £10,000 that he can retrieve any item of historical interest they request. Of course, the marvellous device is nothing more than a pile of planks ingeniously put together by Baldrick, and imagine their surprise when the mismatched duo discovers that the time-travel machine truly works. But tampering with history is never without grave consequences. Will the world be the same after Blackadder's trip across centuries?"
Married to the Mob,1988,Drama,"Angela deMarco is unhappily married to high Mafia member Frank deMarco. When Frank is killed, Angela takes the opportunity to break free of the Mafia world entirely and start a new life. But Frank's boss, Tony Russo, begins to court the unresponsive Angela. The FBI begins surveillance on her, thinking her to be his new mistress. FBI agent Mike Downey goes undercover as Angela's neighbor, but soon finds himself attracted to Angela himself."
The Hot Scots,1948,Drama,"The stooges apply for job as 'Yard Men' at Scotland Yard, thinking they'll become detectives, but instead wind up as gardeners. When they learn that detectives are need to guard a Scottish castle where valuables have been disappearing, they masquerades as Scotsmen to get the job. After a spooky night in the castle, the boys expose the servants as the crooks."
Lost and Found,1979,Drama,A college professor (George Segal) and an English divorcee (Glenda Jackson) meet and marry while on a vacation in France. When the bride returns home she finds life less than rosey as the jungle of academia unfolds and the mirth of marriage fades.
The Weathered Underground,2010,Drama,"A Groundbreaking interactive DVD that plays like a video version of the ""Choose Your Own Adventure Books"" as the story follows 21 Year old Eric (the character whom the audience makes choices for) as he deals with a skull crunching breakup. Eric is a struggling musician who works a side job and just broke up with the greatest love of his life, the somewhat insane yet adorable Liz. Now you, the viewer, must guide Eric through one insane evening with Criminals, Drugs and Damsels while deciding whether Eric will win back the love of his life or crumble into Moral Decay... his fate is now in your hands. The Weathered Underground allows the viewer via remote control or mouse (online) to control the story ultimately choosing a story of redemption or debauchery. Featuring over 30 different endings and 1,000 choices."
Undercover Brother,2002,Drama,"A white faceless corporate despot known only as ""The Man"", has the power to unleash a terrifying top-secret weapon: an irresistibly packaged psycho-hallucinogenic drug that will reduce the entire population to mindless zombies. but black folks have soul. But with enough funky sense of style, a smooth way with the ladies and an absolute hunger for justice, with his Bruce Lee moves, Cadillac attitude and an arsenal of outrageous disguises and gadgets, Undercover Brother is recruited by the group of Good Guys, know as the B.R.O.T.H.E.R.H.O.O.D. an all-black justice league to foil the Man's plan to derail a Colin Powell-like presidential candidate, and Undercover Brother's undercover exploits keep the slim plot moving. But while he and his sassy cat-fighting partner known as Sistah Girl tries to find out what's going on, the leader's ruthless right arm, Mr. Feather, discovers the conspiracy's sexy secret weapon, Penelope Snow."
Polyester,1981,Drama,"A suburban housewife's world falls apart when she finds that her pornographer husband is serially unfaithful to her, her daughter is pregnant, and her son is suspected of being the foot-fetishist who's been breaking local women's ..."
Hit the Ice,1943,Drama,"Flash Fulton (Bud Abbott) and Weejie McCoy (Lou Costello) take pictures of a bank robbery. Lured to the mountain resort hideout of the robbers and accompanied by Dr. Bill Elliott (Patric Knowles) and Peggy Osborn (Elyse Knox), they also meet old friend Johnny Long and his band and singer Marcia Manning (Ginny Simms). Dr. Elliott and Peggy are being held in a remote cabin by the robbers, but Weejie rescues them by turning himself into a human snowball that becomes an avalanche that engulfs the crooks."
The Fatal Mallet,1914,Drama,"A man , Charlot, throws a mallet against a couple near a tree. The girl raises the mallet to the first pitcher who reaches the couple, for a moment of slapstick between men. The girl goes to another man with whom she sits on the swing. From the tree the two men go towards the swing and one of them pushes the one on the swing, which launches a mallet to the other two, who take refuge in a nearby shack. The character played by Chaplin goes to take with the other who is with the girl and take him to the shack. Chaplin hits the other two and goes to the girl, chasing a child who had arrived just before. The two men free themselves and one of the two chases Chaplin, who duels on the edge of a pond with one of the two while the other is with the girl. Chaplin drops his opponent into the lake but the other makes him fall too and goes for a walk with the girl."
Ek Se Badhkar Ek,2004,Drama,"Advocate Anand Mathur draws up a will for his client, while reading the novel ""Godfather"", and erroneously makes out the will with a provision that the beneficiary must be a criminal don in order to inherit the billions of rupees. The beneficiary is a bachelor named Rahul Bhargav, who wants no part of being a Don, criminal or anything of that sort. His Police Inspector girlfriend, Kanchan Dhillon, has set her sights on the billions, and makes him change his mind. She assures him that she will use her influence and ensure that he gets to be the Don in no time at all, little realizing that this will change their lives forever, and make them captives in neighbouring and hostile Pakistan."
Country Gentlemen,1936,Drama,"McAllister (Ole Olsen and Hamilton (Chic Johnson)are a couple of con-men who travel about the country selling worthless stock to small town citizens. They come to Chesterville where they see a potential sucker list in the local war-veteran's home. They sell shares to the vets in a local worthless oil-field. McAllister falls in love with the widowed-owner of their hotel, Louise Heath (Lila Lee)who persuades him to give up his shady dealings. But before he can convince his partner the townspeople catch on to their scheme and decide jail is the place for them."
"Benjamin Franklin, Jr.",1943,Drama,The gang gripe about the inconveniences caused by wartime rationing. They find the insight they are seeking by putting on a show based upon Benjamin Franklin's Poor Richard's Almanac.
The Lonely Guy,1984,Drama,When shy Larry Hubbard finds his girlfriend in bed with another man he is forced to begin a new life as single. But since he can't bear being on his own he tries to court Iris who is not however interested in him. Larry begins writing a book on his experience as a single which unexpectedly becomes a best seller. He becomes rich and famous and even his relationship with Iris can begin on a new basis.
I Think I Do,1997,Drama,"Screwball comedy with a modern twist; instead of Kate Hepburn and Cary Grant, it's Cary Grant and Jimmy Stewart. Two college roommates (victims of a mutually unrequited love) meet up again five years after school at their housemate's wedding. With the introduction of a Bellamy-esque soap star, the sparks, sexual and verbal, start to fly, as the ex-roommates try to navigate their new romance."
Larry the Cable Guy: Health Inspector,2006,Drama,"Irreverent as ever, Larry The Cable Guy plays a big city health inspector who's happy with his usual beat of greasy spoon diners and low-rent ethnic restaurants. His easygoing life is turned upside-down when he's saddled with a straight-arrow rookie partner (Iris Bahr) and assigned the biggest case of his career: investigating an outbreak of mysterious food poisonings at the city's swankiest restaurants. Infuriating restaurateurs with his bad manners, Larry still manages to charm a sweet, shy waitress (Megyn Price) into a budding romance. But when his unorthodox methods cost him his job, Larry has to go undercover to bring the conspirators to justice and 'Git-R-Done!'"
Mapado,2005,Drama,"Trying to track down a young woman who stole a winning lottery ticket worth $16 million from them, gangster Jae-cheol and corrupt cop Chung-su follow her to the small island of Mapado... But once they arrive on Mapado Island Mapa island, the two men get far more than they bargained for. The island is so tiny and isolated that no one lives there except five old women - odd but friendly who have not seen any men -&gt;a man in 20 years. Jae-cheol and Chung-su feel like they've been sold at a cattle market, as their hunt for the woman who stole their lottery ticket turns into a nightmare of slave labor and sexual harassment by the grandmothers. But with a full week until the next boat comes to this isolated island, what can they do? Will they be able to find their money without losing their minds?"
Shall We Dance,1937,Drama,"Ballet star Pete ""Petrov"" Peters arranges to cross the Atlantic aboard the same ship as the dancer he's fallen for but barely knows, musical star Linda Keene. By the time the ocean liner reaches New York, a little white lie has churned through the rumor mill and turned into a hot gossip item: that the two celebrities are secretly married."
Duplex,2003,Drama,"Alex Rose and Nancy Kendricks are a young couple who believe they have found their perfect home to start a family in. There is just one problem. An elderly tenant is staying upstairs and won't move out. Alex and Nancy desperately try everything to convince her to leave, but she refuses to move. Soon, their dream home becomes their home of nightmares."
Grand Canyonscope,1954,Drama,"Donald is visiting the Grand Canyon as Ranger Woodlore narrates its various attractions. Donald tends to be a thorn in the ranger's side, bothering Native sand painters, borrowing a rain dance outfit heralding the inevitable raincloud, and getting into an argument with his own echo in Echo Canyon. Eventually, Donald loses track of his burro and his search for the lost animal disturbs an irate mountain lion who chases Donald and Woodlore around the landmark ultimately reducing the attraction to a pile of rubble. The ranger, unamused by this, insists that Donald and the lion return the landmark to its original state!"
Pyaar Kiya To Darna Kya,1998,Drama,"Muskaan (Kajol) is an orphan girl living on a farm run by her overly-protective older brother, Vishal (Arbaaz Khan) and their 'Chachu' (Dharmendra). Muskaan's childhood friend, Ujaala (Anjala Zhaveri), has been carrying a torch for the brooding Vishal since childhood, but he won't give her the time of day. Later on Muskaan decides she wants to go to university in the big city and has to persuade her brother to let her go. Once in the big city Muskaan falls for Suraj (Salman Khan). Vishal does not support this, because his terms and conditions of his future brother-in-law are very strenuous physically. And he decides to bring Muskaan back on the farm. Suraj obviously pursues her and starts working on the farm as a stable boy after a chance meeting with 'Chachu'. And then Vishaul decides to put him to the test, and he is rejected. Vishaal wants Muskaan to marry the brother of Thakur Vijay Singh (Nirmal Pandey), not knowing that Thakur Vijay Singh is doing this to merely extract vengeance against the Thakur family for a previous humiliation his own family received. So Suraj must now prevent this from happening and he must also be able to win Vishal's heart if he is really interested in marrying Muskaan (Vishal's sister)."
Quiet Please!,1945,Drama,"The family dog warns Tom not to make any noise so he can take a nap. Jerry hears this and immediately devises plans to ensure that the dog's nap will be interrupted (breaking plates, playing musical instruments, etc.). One of the few cartoons in the Tom and Jerry series in which one of the main characters speaks."
John Tucker Must Die,2006,Drama,"Kate (Brittany Snow) is the new girl in school. She catches John Tucker (Jesse Metcalfe) dating three different girls at once: Carrie - the smart girl, Heather - the cheerleader, and Beth - the activist slut; none of them are aware that they are not the only girl in John's heart. Kate, having been raised by a single mother, has seen the pain caused by playboys like John Tucker, and she won't stand idly by. Together with the three jilted ex-girlfriends, they hatch a plan to teach John a lesson. Things rarely go as planned, especially when Kate starts to think that she might be falling for John herself."
The Naked Gun 2½: The Smell of Fear,1991,Drama,"Lieutenant Frank Drebbin returns to save the day once again. This time he's out to foil the ""big boys"" in the energy business. A top scientist (Dr. Mainheimer) is about to publish his report on energy supply for the future. Things don't look good for the traditional suppliers; oil, coal, and nuclear. To save their industries, the suppliers kidnap Mainheimer and replace him with a decoy with a more favorable report. Jane, the doctor's secretary, is Drebin's old flame. Their passionate love affair is thus rekindled."
They Go Boom!,1929,Drama,"Mister Laurel and Mister Hardy are preparing to go to sleep in their room at a rooming-house. Unfortunately, Mister Hardy has a cold and sneezes a lot. He asks Mister Laurel to help him by applying a few home remedies to mitigate his cold. However, they both are clumsy and many unintended mishaps occur. The noise grows with every cry of pain caused by funny but painful accidents. This is exacerbated by the noise of falling objects and accidentally tripped bodies, amplified by Mister Hardy's yells of reprimand directed at Mister Laurel. This brings the landlord who threatens Misters Laurel and Hardy with eviction if peace and quiet is not restored immediately. To make things worse, the bed's inflatable air-mattress is accidentally punctured. To fix it, Mister Hardy tries to re-inflate it by connecting the mattress' air hose to the gas valve of the room's heating system. The mattress inflates very fast, actually way too fast. While Misters Laurel and Hardy panic, hard pressed against the room's ceiling, the landlord and two uniformed policemen burst into the room and cause a boom."
The Philadelphia Story,1940,Drama,"Philadelphia socialites Tracy Lord and C.K. Dexter Haven married impulsively, with their marriage and subsequent divorce being equally passionate. They broke up when Dexter's drinking became excessive, it a mechanism to cope with Tracy's unforgiving manner to the imperfect, imperfections which Dexter admits he readily has. Two years after their break-up, Tracy is about to remarry, the ceremony to take place at the Lord mansion. Tracy's bridegroom is nouveau riche businessman and aspiring politician George Kittredge, who is otherwise a rather ordinary man and who idolizes Tracy. The day before the wedding, three unexpected guests show up at the Lord mansion: Macaulay Connor (Mike to his friends), Elizabeth Imbrie - the two who are friends of Tracy's absent brother, Junius- and Dexter himself. Dexter, an employee of the tabloid Spy magazine, made a deal with its publisher and editor Sidney Kidd to get a story on Tracy's wedding - the wedding of the year - in return for Kidd not publishing a salacious story with accompanying photographs of Tracy's father, Seth Lord, with a New York showgirl named Tina Marra. In reality, Mike and Liz are the reporter and photographer respectively for Spy. Mike and Liz don't particularly like this assignment or working for Kidd, but they need to make a living as their chosen other fields as serious writer and painter don't pay the bills. A suspicious Tracy is onto them, the entire truth which Dexter admits to her. Tracy decides to turn the tables on Mike and Liz. However, hours before the wedding, as the more self-assured Dexter and Liz get to work on how to get the Lords out from under Spy's threats, Tracy and Mike, both inebriated, go on a journey of self-discovery with Tracy ultimately coming to her realizations a little faster than Mike."
All About Hash,1940,Drama,Mickey's parents are constantly quarreling because his mother serves hash every Monday night. The kids decide to put on a radio skit to try to get them to stop fighting.
A Thousand and One Nights,1945,Drama,"On the run after being found sweet-talking the Sultan's daughter, Aladdin comes upon a lamp which, when rubbed, summons up Babs the genie. He uses it to return as a visiting prince asking for the princess's hand. Unfortunately for him, the sultan's wicked twin brother has secretly usurped the throne, someone else is after the lamp for his own ends, and Babs has taken a shine to Aladdin herself and is bent on wrecking his endeavours."
Mr. Duck Steps Out,1940,Drama,"Donald is heading out for a night on the town with Daisy, but first he needs to ditch his resourceful nephews. Easier said than done. They get to Daisy's house first, but Donald buys them off with ice cream, which works for about 10 seconds. Eventually, Donald and Daisy do some pretty wild dancing, made wilder when the nephews get a hot ear of popcorn into Donald."
She's Out of My League,2010,Drama,"Kirk is an average Joe who works as a TSA agent at the Pittsburgh airport with his friends. The status quo of his fairly monotonous life ends when he meets Molly, a smart, kind and gorgeous blonde. Because she's way out of his league (she's a hard 10 and he is but a 5), Kirk knows there's no way on earth she's ever going to fall for him. Or is there...?"
Traxx,1988,Drama,"Traxx has battled his way through El Salvador, the Middle East and Nicaragua, spitting lead with two-handed good grace. He decides to retire to a life of baking designer cookies. Running out of dough to buy more dough, he hires himself as a ""Town Tamer"" and begins cleaning up Hadleyville, Texas, telling the lowlife street scum, ""You got three choices. Be good, be gone, or be dead."" Like all bacteria, the scum are resistant: crime boss Aldo Palucci (Robert Davi) brings in the dreaded Guzik brothers to rid the town of the town tamer, setting the stage for a showdown in the streets."
The Wheeler Dealers,1963,Drama,"Henry J. Tyroone leaves Texas where his oil wells are drying up and arrives in New York with a lot of oil money to play with in the stock market. He meets stock analyst Molly Thatcher, who he falls in love with. Molly tries to ignore the attention he lavishes on, and keep the relationship strictly professional."
The Full Monty,1997,Drama,"In the decaying steel mill town of Sheffield in Northern England, friends Gaz and Dave, both now unemployed and on the dole after the closure of most of the town's steel mills, steal scrap metal from the closed mills to supplement their meager income, often with Gaz's twelve year old son, Nathan, on the days Gaz has custody. Still, Gaz is behind in child support payments to his ex-wife, Mandy. When Mandy threatens to sue for full custody in that Gaz can't support Nathan in any way, Gaz, seeing the long line up of women clamoring to get in to see a touring Chippendales styled dance troupe, thinks he can solve his financial and thus custody problems by forming his own male exotic dance troupe with some of his fellow un- or underemployed ex-mill workers. In addition to Dave, he has in mind middle-aged Gerald, their former foreman who has not told his spending-happy wife Linda that he has been unemployed for six months, and Lomper, a mild-mannered security guard who they just met in the act of him trying to commit suicide in his depression. The obvious problem is that with the exception of Gerald who knows how to ballroom dance, they are not generally stripper material, either in looks, skill or temperament, with especially slightly overweight Dave having body image issues, he believing his wife, Jean, having a wandering eye because of what he considers his unappealing looks. In an open casting among those at the employment office, they are able to recruit further misfits Horse, an older man who does know the contemporary dances of his era, and younger Guy, who can't dance and can't sing but loves Singin' in the Rain (1952) and has a natural gift below the belt. Beyond the many obstacles in being able to put together a dance strip act that women would pay to see, they have to overcome their own individual issues, Gaz's which includes Nathan, who loves his father but with who he just wants to do ""normal"" father/son activities."
Roughly Speaking,1945,Drama,"In 1902, enterprising Louise Randall is determined to succeed in a man's world. She enrolls at business college but her plans for a career change when she falls in love with handsome Rodney Crane. Although the two have little in common and Rodney disagrees with Louise's views on the woman's role in society, they marry and have four children. Their personality differences eventually lead to a divorce. Louise eventually finds happiness with her second husband, eccentric Harold Pierson."
Orgazmo,1997,Drama,"Joe Young was a simple young man trying to spread the word of the Book of Mormon when he picked the wrong house to preach at! The owner, a porn director named Maxxx Orbison, tells his henchmen to kill the guy at the door who interrupted their scene, but Joe fights off the guards with great skill, which impresses Maxxx so much that he offers Joe the lead role in the movie he's making at the moment: Orgazmo, which is about a sex superhero who fights crime with his Orgazmorator, and ChodaBoy, his sidekick. Joe, against his beliefs, takes the job so that he can pay for the wedding he plans for himself and his fiancée, whom he doesn't tell about his risqué new acting job. However, when the movie becomes an amazing hit just about everywhere and he finds out that Ben (ChodaBoy) has created a real Orgazmorator, Joe is in some serious hot water!"
Oscar,1991,Drama,"Angelo ""Snaps"" Provolone (Sylvester Stallone) made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise. He is faced with numerous problems: henchmen who know nothing but crime, the Police who are convinced he is hatching a master plan, and Oscar (Jim Mulholland), who just got his daughter pregnant."
Cattle Call,2006,Drama,"In Los Angeles, three guys with limited social lives hatch a plan to meet women: they'll issue a casting call for an independent film, interview actresses, and ask out the ones who interest them. Glenn is a nerd, but he has the office. Sherman has the idea--he's a hound, happy to lie, eager to meet and bed as many women as he can fool. Ritchie, who owns the camera, hopes to meet his true love. Within a few days, he's fallen for Marina Dell, new in town with a boyfriend back East; Glenn is gaga for Laurel, and Sherman can't say no to the adventurous Nikita. How long can they sustain the fiction, and what about real feelings?"
Thanks a Million,1935,Drama,Entertainers enter a political rally to get out of the rain and become part of the show. One of them (Powell) gives a speech in place of the besotted candidate (Walburn) and is chosen to be the candidate by backers he later exposes as crooks.
Romancing the Stone,1984,Drama,"Joan Wilder, a mousy romance novelist, receives a treasure map in the mail from her recently murdered brother-in-law. Meanwhile, her sister Elaine is kidnapped in Colombia and the two criminals responsible demand that she travel to Colombia to exchange the map for her sister. Joan does, and quickly becomes lost in the jungle after being waylayed by Zolo, a vicious and corrupt Colombian cop who will stop at nothing to obtain the map. There, she meets an irreverent soldier-of-fortune named Jack Colton who agrees to bring her back to civilization. Together, they embark upon an adventure that could be straight out of Joan's novels."
Carry on England,1976,Drama,"Captain S. Melly takes over as the new Commanding Officer at an experimental mixed sex air defence base. It's 1940 and England is under heavy bombardment, but the crew seem more interested in each other than the enemy planes above. Captain Melly plans to put a stop to all this, and becomes the target of a campaign to abandon his separatist ideals..."
God of Gamblers,1989,Drama,"Do San (the God of gamblers) is a legendary gambler helped by his supernatural abilities. He undertakes to help a friend pay a debt by beating his friend's advisory at the card table. Despite being assigned a bodyguard Do San has a freak accident which leaves him with partial memory loss and at a mental stage of a child. The small time hustler Knife, his side-kick and his girl friend, being responsible for the accident takes care of the retarded Do San. After some time they discover that he has not lost all of his powers and takes him on a round at the local gambling halls. After being chased by both Knife's loan-shark and enemies closer to the home of Do San, a final showdown at the card tables may take place."
The French Line,1953,Drama,"Texas heiress Mary 'Mame' Carson strikes oil twice in one day, and her wealth scares away her fiance; so she decides to take a boat trip incognito to Paris and snare a husband using only her own abundant natural charms. To this end, she switches identities with model Myrtle Brown, and sets sail with her bosom pal Annie...and French revue star Pierre DuQuesne, who has been hired to keep a watchful eye on ""Mary Carson"" a perfect setup for Musical Comedy Misunderstandings."
The Flapper,1920,Drama,"Small town girl Ginger King ( Olive Thomas ) , attends a Eastern boarding school and yearns for a more glamorous life. Dissatisfied with her military school boyfriend, Bill Forbes, she meets the older Richard Channing and goes to a country club dance with him. More bold after that adventure, Ginger, while on her way home for a holiday, meets two crooks who entrust some stolen jewels to her for safekeeping. Ginger then puts the jewels on and appears in her home town dressed as a vamp. Once the crooks reappear, however, she realizes the seriousness of the situation and gives up her pretensions to return to Bill."
Casper the Friendly Ghost,1945,Drama,"Depressed by the antics of the other ghosts, Casper leaves home to make friends. After unintentionally scaring several potential pals, Casper befriends two young children. They take him home, where Casper frightens their mother. Casper is again upset because he believes that he will always scare away his potential buddies. However, Casper scares away a banker who is coming to foreclose on the woman's house, and this wins her heart for Casper."
My Friend Irma Goes West,1950,Drama,"In this sequel film, all the characters remain the same; Al is still unemployed, Jane still has show-biz aspirations for boyfriend Steve; Steve and Seymour are still partners, and Irma is still Irma, which isn't all that easy. Al gets Steve a singing job on television, which is seen by a Hollywood producer. He signs Steve to a long term movie contract, and all hands depart for Hollywood. But, alas, the producer turns out to be an escaped lunatic, and they end up in Las Vegas, where Irma manages to get kidnapped by gangsters, who are very unhappy with Irma."
Tarzoon: Shame of the Jungle,1975,Drama,"Shame, the ape man of the jungle, is aghast when his woman, June, is kidnapped by a gang of giant penises. They take her to their queen, Bazunga, a bald woman with fourteen breasts. After tangling with a gang of great white hunters, a marauding lion and the Molar Men, Shame sets off to rescue her with only his faithful friend Flicka at his side. He heads for that darkest of areas ..... Bush Country!"
The Crimson Permanent Assurance,1983,Drama,"In the bleak days of 1983, the Crimson Permanent Assurance, an accountancy staffed by elderly workers much like a slave ship, has been taken over by efficiency-minded corporate types. When they sack an employee, there's an uprising, and the building is unleashed from its moorings to sail across the (dry) ocean and take on the financial centers of the world, starting with an all-out attack on the large skyscraper housing The Very Big Corporation of America, complete with filing-cabinet cannons, ceiling-fan broadswords, and paper-spindle short-swords."
Mabel at the Wheel,1914,Drama,"Charlie, competing with his rival's race car, offers Mabel a ride on his motorcycle but drops her in a puddle. He next joins some dubious characters in abduction of his rival just before the race for the Vanderbilt Cup. With her boyfriend locked up in a shed, Mabel takes his place. Charlie does what he can to sabotage the race, even causing Mabel's car to overturn."
Taqdeerwala,1995,Drama,"A simpleton Suraj stays in a small house with his widowed mother his friend Pandu and a Gopalji when he was a kid his family owned a huge place known as Swarna palace which went into debts.Suraj has no means of income but he wants to gift back the palace to his mother and can to anything for it doesn't matter if he has to join hands with local goon Chota Raavan.Lily is a rival of Chota Ravan whom Suraj loves but she doesn't care for him.In the universe Yamraj and Chitragupt loose and important book called Bhavishyavani which has details of every human being living on earth the book falls into Suraj's house and his luck starts after he sees his future he soon becomes a millionaire and gifts his mother Swarna palace while Lord Dharma takes all powers of Yamraj and Chitragupt and asks them to go on earth and find the book within a month if they fail all their life they will have to live on earth as human beings.One day Raja opens the book to see his future and is shattered after reading that his mother will die tonight,will Raja be able to save his mother after seeing the future and how will Yamraj and Chitragupt find the book on earth."
Bachelor in Paradise,1961,Drama,"A. J. Niles is the author of a series of 'Bachelor Books'. These books describe the romantic life of a bachelor in various cities of the world. But when he runs into trouble with the I.R.S. for back taxes, he needs to write another book fast, to pay them. His publisher decides a book about life in the American suburbs would be a hit, and settles him into Paradise Cove. One bachelor plus lonely housewives equals many angry husbands."
The Prince and the Surfer,1999,Drama,"The classic Twain story ""The Prince and the Pauper"" gets a modern slant when Prince Edward of Gelfland switches places with southern California surfer Cash Canty. Both discover a new world of romance, danger, and adventure beyond their wildest dreams."
VeggieTales: King George and the Ducky,2000,Drama,"King George, unlike most kings, spends most of his time in the bathtub, playing with his favorite toy - a rubber ducky. But George isn't satisfied with just his rubber ducky - he wants all the duckies! The king learns a lesson in humility from his brave soldier Thomas, whose ducky George had stolen. Eventually, George faces his sin and learns that it's always important to share with others."
Coney Island,1917,Drama,"A rotund young man and his wife are spending the day at the beach at Coney Island. Feeling restless and wanting to go to the amusements at Luna Park, he ditches his wife. At the amusement park, he meets a pretty young woman. She arrived at the amusement park with one man, went in with another who had money to pay her entrance, before she ends up spending much of the day with the rotund husband, who managed to get the second man arrested. As the husband and the pretty young woman get into one misadventure after another, the first two men try to win back the affection of the pretty young woman, while the wife goes searching for her husband. The wife and the second man, who are old friends, team up in their quest, which leads to further misadventure for all five and the police."
Love in Space,2011,Drama,"An ensemble romantic comedy, LOVE IN SPACE is the follow up to the directing team's box office hit, HOT SUMMER DAYS. The story follows a mother and her three grown daughters as they juggle their assorted love lives. Each woman is successful in everything except love - until they unexpectedly encounter new romances in Beijing, Sydney and even on the moon."
Denise Calls Up,1995,Drama,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifully--via phone and fax. Martin gets a telephone call from somebody he has never met: it's Denise, and she has extraordinary news. Tapping away at his computer, he develops a sort of telephonic friendship with Denise. And so it goes as the friends tap, tap, tap away, sharing news, hopes, and dreams--via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has more news for Martin, and Frank plans a gala New Year's Eve party--but will he answer the door?"
