movie_id,movie_name,year,genre_new1
3826800,The Sensuous Nurse,1975,['Comedy']
24889160,Marquis,1989,['Comedy']
14291637,Fool's Gold,2008,['Comedy']
10475102,Tosun Paşa,1976,['Comedy']
6839059,A Private Function,1984,['Comedy']
28042876,Puss in Boots,2011,['Comedy']
25495137,Money,1993,['Comedy']
1380482,Boat Trip,2003,['Comedy']
1456329,An American Tail: Fievel Goes West,1991,['Comedy']
8293411,Wedding Wars,2006,['Comedy']
1367110,Lovers and Other Strangers,1970,['Comedy']
12048544,The Tony Blair Witch Project,2000,['Comedy']
11341340,Cruise Cat,1952,['Comedy']
25359124,The Infidel,2010,['Comedy']
15397835,Giants vs. Yanks,1923,['Comedy']
33146132,Revenge of the Musketeers,1994,['Comedy']
685721,Teen Wolf Too,1987,['Comedy']
26890887,LOL,nan,['Comedy']
17243300,"Hello, I'm Your Aunt!",1975,['Comedy']
5105411,Forest Warrior,1996,['Comedy']
32130401,The Trip,2010,['Comedy']
6173336,You're an Education,1938,['Comedy']
6449600,Kenny,2006,['Comedy']
17471669,Detroit Metal City,2008,['Comedy']
21465561,My Sons,1991,['Comedy']
46505,Airplane!,1980,['Comedy']
706860,Waiting for Guffman,1997,['Comedy']
495585,Taiyō o Nusunda Otoko,1979,['Comedy']
1717731,Try Seventeen,2002,['Comedy']
1741327,Problem Child 3: Junior in Love,1995,['Comedy']
3347962,Condorman,1981,['Comedy']
2184195,Return to the 36th Chamber,1980,['Comedy']
24472535,Thiru Thiru Thuru Thuru,2009,['Comedy']
5409260,Critic's Choice,1963,['Comedy']
14503425,Even As IOU,nan,['Comedy']
31795187,Sol Goode,2001,['Comedy']
2379908,Switching Goals,1999,['Comedy']
6543887,Dinner for Adele,1977,['Comedy']
340570,"Simon, Simon",1970,['Comedy']
15871712,Citizen Duane,2006,['Comedy']
4187434,Snow White Christmas,1980,['Comedy']
1431065,Lorenzo,2004,['Comedy']
33066426,Big Fat Gypsy Gangster,2011,['Comedy']
12576808,Futurama: The Wild Green Yonder,2009,['Comedy']
17864265,Itsy Bitsy Spider,1992,['Comedy']
2267722,It Should Happen to You,1954,['Comedy']
10802159,The Emperor of Capri,1949,['Comedy']
165106,Desk Set,1957,['Comedy']
18967674,Duffy,1968,['Comedy']
8153846,La Cité de la peur,1994,['Comedy']
19662785,Party Fever,1938,['Comedy']
6165918,The Golf Specialist,1930,['Comedy']
23663525,The Cult of Sincerity,2008,['Comedy']
2609169,The Pink Panther,1963,['Comedy']
8735598,Crying... Silicon Tears,nan,['Comedy']
14436334,Flagpole Jitters,1956,['Comedy']
77643,The Talk of the Town,1942,['Comedy']
3966196,Are You Being Served?,1977,['Comedy']
10915095,My Father the Hero,1994,['Comedy']
18890079,My Brother Cicero,1998,['Comedy']
15463100,The Big Empty,2003,['Comedy']
607444,13 Going on 30,2004,['Comedy']
13137023,Monster Mash,2000,['Comedy']
1380313,My Blue Heaven,1990,['Comedy']
3665621,The Cure,1917,['Comedy']
2941852,Ernest Goes to Camp,1987,['Comedy']
25681893,Di que sí,2004,['Comedy']
365039,Six Days Seven Nights,1998,['Comedy']
438548,Blackadder: Back & Forth,1999,['Comedy']
3662683,American Dreamz,2006,['Comedy']
20981095,The Late George Apley,1947,['Comedy']
438547,Blackadder's Christmas Carol,1988,['Comedy']
32661656,Oosaravelli,2011,['Comedy']
1271476,Southern Fried Rabbit,1953,['Comedy']
3264802,"Wayward, Crazy, Insane",2002,['Comedy']
12594852,Atraco a las tres,nan,['Comedy']
23295531,The Swimsuit Issue,2008,['Comedy']
33035751,Soft Pedal,1996,['Comedy']
30459784,Anuvahood,2011,['Comedy']
14615533,Wham Bam Slam,1955,['Comedy']
11448113,Friday After Next,2002,['Comedy']
6789361,Xala,1975,['Comedy']
7094942,Betty Boop's Bamboo Isle,1932,['Comedy']
2296056,Sky High,2005,['Comedy']
14000171,House of Fury,2005,['Comedy']
9653698,Big Dreams Little Tokyo,2006,['Comedy']
16092323,Peculiarities of National Hunt,1995,['Comedy']
11492971,Going Home,1944,['Comedy']
15639202,Bees in Paradise,1944,['Comedy']
2254144,The Palm Beach Story,1942,['Comedy']
15518145,Frozen Stupid,2006,['Comedy']
3900943,Lovely Rivals,2004,['Comedy']
12276195,Starrbooty,2007,['Comedy']
14760023,Aha Naa Pellanta,1987,['Comedy']
27179450,Fast and Loose,1954,['Comedy']
13281178,Vice Versa,1948,['Comedy']
33417831,Men In The City,2009,['Comedy']
26655268,Drei Mann in einem Boot,1961,['Comedy']
476640,Celtic Pride,1996,['Comedy']
7408024,Iga no Kabamaru,1983,['Comedy']
2043990,Spy Hard,1996,['Comedy']
492540,Toys,1992,['Comedy']
3520805,Genius,1999,['Comedy']
12930932,And Then Came Love,2007,['Comedy']
14104063,Just Tell Me What You Want,1980,['Comedy']
8204853,Big Nothing,2006,['Comedy']
277710,Heartbreakers,2001,['Comedy']
7658324,Escanaba in da Moonlight,2001,['Comedy']
4123241,Nola,2003,['Comedy']
6717319,Evil Roy Slade,1972,['Comedy']
29161786,Signora Enrica,2010,['Comedy']
277713,The Tuxedo,2002,['Comedy']
11450070,Mabel at the Wheel,1914,['Comedy']
7452100,Family Troubles,nan,['Comedy']
6672250,Sparrows Can't Sing,1963,['Comedy']
24672079,Smother,2008,['Comedy']
2501824,The Scout,1994,['Comedy']
7535009,Betty Boop's Life Guard,1934,['Comedy']
14336079,The Hot Scots,1948,['Comedy']
3829543,Der Schuh des Manitu,2001,['Comedy']
12835282,Bombay to Goa,2007,['Comedy']
2956085,We Faw Down,1928,['Comedy']
26030961,Grounds for Marriage,1951,['Comedy']
8324810,National Lampoon's TV: The Movie,2006,['Comedy']
24636040,Woke Up Dead,2010,['Comedy']
7518441,Taking the Blame,1935,['Comedy']
13206489,Sorry Safari,1962,['Comedy']
6781858,Oh Heavenly Dog,1980,['Comedy']
16395026,The Leading Man,1996,['Comedy']
6499613,Bring Me the Head of Mavis Davis,1997,['Comedy']
447255,The Icicle Thief,1990,['Comedy']
32339893,My Girlfriend Is An Agent,2009,['Comedy']
4940876,Welcome to Collinwood,2002,['Comedy']
11604278,No More Ladies,1935,['Comedy']
19920525,You Must Be Joking!,1965,['Comedy']
5824039,Taxi 4,2007,['Comedy']
23759625,House Broken,2009,['Comedy']
25011255,Anything Can Happen,1953,['Comedy']
2117473,The Country Bears,2002,['Comedy']
27451281,"Big Mommas: Like Father, Like Son",2011,['Comedy']
20479465,Oye Lucky! Lucky Oye!,2008,['Comedy']
25452802,72 Tenants of Prosperity,2010,['Comedy']
20864101,SupahPapalicious,2008,['Comedy']
24522784,Maryada Ramanna,2010,['Comedy']
652432,Project A,1983,['Comedy']
19554323,Still Not Quite Human,nan,['Comedy']
2243660,D.C. Cab,1983,['Comedy']
61501,Top Hat,1935,['Comedy']
9366283,Prudence and the Pill,1968,['Comedy']
25098571,The Bargee,1964,['Comedy']
26226480,Romantic Comedy 101,2002,['Comedy']
6285672,Dying to Go Home,1996,['Comedy']
11703733,Spaced Out Bunny,1980,['Comedy']
19701,Monty Python and the Holy Grail,1974,['Comedy']
13980546,I'll Believe You,2006,['Comedy']
3198839,French Rarebit,1951,['Comedy']
6201527,Intern Academy,2004,['Comedy']
664402,Kuch Kuck Hota Hai,1998,['Comedy']
920613,Cars,2006,['Comedy']
10499315,Mama's Boy,2007,['Comedy']
3730244,The Ballad of Cable Hogue,1970,['Comedy']
26730444,Romeoo,2007,['Comedy']
16167607,Thenkasi Pattanam,2002,['Comedy']
7330661,Deck the Halls,2006,['Comedy']
3934285,Hoot,2006,['Comedy']
2467794,Comfort and Joy,1984,['Comedy']
19747667,Dad for a Day,1939,['Comedy']
25535815,Tamil Padam,2010,['Comedy']
21141526,Otan leipei i gata,1962,['Comedy']
26658618,Revenge of the Bridesmaids,2010,['Comedy']
23961650,Behave Yourself!,1951,['Comedy']
5927555,One Hour in Wonderland,1950,['Comedy']
903140,Munna Bhai M.B.B.S.,2003,['Comedy']
20915811,Dad and Dave Come to Town,1938,['Comedy']
4018828,RV,2006,['Comedy']
6420269,H.E. Double Hockey Sticks,1999,['Comedy']
11086287,Gayab,2004,['Comedy']
320500,Tadpole,2002,['Comedy']
23899512,Fiffty Fiffty,1981,['Comedy']
9446254,Up the River,1930,['Comedy']
19112117,"You Shoot, I Shoot",2001,['Comedy']
4635580,Aethiree,2004,['Comedy']
15149007,Young Sherlocks,1922,['Comedy']
8085358,It Happened to Jane,1959,['Comedy']
11461593,The Adventures of Lucky Pierre,1961,['Comedy']
8460547,Whoops I'm an Indian,1936,['Comedy']
2929705,Screwed,2000,['Comedy']
5938502,Laud Weiner,2001,['Comedy']
18041934,Hands Up!,1926,['Comedy']
5305513,Critical Condition,1987,['Comedy']
2763233,"Happy, Texas",1999,['Comedy']
19101562,Midas Run,1969,['Comedy']
11723307,My Brother the Pig,1999,['Comedy']
1232511,Sugar & Spice,2001,['Comedy']
1118809,Crocodile Dundee II,1988,['Comedy']
8164669,Disorder in the Court,nan,['Comedy']
13038387,Lobster Man From Mars,1989,['Comedy']
15336744,18 Again!,1988,['Comedy']
7497695,The Intelligence Men,1965,['Comedy']
4694464,Adam & Steve,2005,['Comedy']
5664063,Recess: Taking the Fifth Grade,2003,['Comedy']
406917,The Tall Guy,1990,['Comedy']
9415710,Tank Girl,1995,['Comedy']
13846179,What Makes Daffy Duck?,1948,['Comedy']
13112047,The Perfect Clown,1925,['Comedy']
17444150,Go,2007,['Comedy']
4727,Batman,1966,['Comedy']
8985219,Arizona Sur,2004,['Comedy']
7950163,Helmiä ja sikoja,2003,['Comedy']
2966368,Sprung,1997,['Comedy']
26735714,People Are Funny,1946,['Comedy']
8407529,14 Carrot Rabbit,1952,['Comedy']
13806284,My First Wedding,2006,['Comedy']
2632306,Waterboys,2001,['Comedy']
665883,Twin Dragons,1992,['Comedy']
2695729,Police Story 4: First Strike,1996,['Comedy']
21039177,Pattanathil Bhootham,nan,['Comedy']
1370246,I Haven't Got a Hat,1935,['Comedy']
8055976,Miami Rhapsody,1995,['Comedy']
1265864,Brassed Off,1996,['Comedy']
4857566,Krippendorf's Tribe,1998,['Comedy']
18790154,The Adventures of Picasso,1978,['Comedy']
7120180,Chariots of Fur,nan,['Comedy']
6257892,Bangkok Loco,2004,['Comedy']
1771625,"Easy Come, Easy Go",1967,['Comedy']
3978163,Failure to Launch,2006,['Comedy']
1062036,Morgan Stewart's Coming Home,1987,['Comedy']
1044875,Back to School,1986,['Comedy']
20195915,But Not for Me,1959,['Comedy']
3223765,Joni's Promise,2005,['Comedy']
19394134,Anthropos yia oles tis doulies,1966,['Comedy']
4771583,Father and Scout,1994,['Comedy']
23594997,Gulliver's Travels,2010,['Comedy']
14790659,My Best Friend's Girl,2008,['Comedy']
9994307,The Tall Blond Man with One Black Shoe,1972,['Comedy']
18158404,Dr. Horrible's Sing-Along Blog,2008,['Comedy']
25479531,"Nobody, Nobody But... Juan",2009,['Comedy']
23784006,MASH,1970,['Comedy']
30553238,The Dictator,2012,['Comedy']
18716845,I Love Melvin,1953,['Comedy']
20688153,Astérix at the Olympic Games,2008,['Comedy']
23252763,Monsters University,2013,['Comedy']
22087976,A Knight for a Day,1946,['Comedy']
19471956,Sex Sells: The Making of Touché,2005,['Comedy']
24875034,Under the Mud,nan,['Comedy']
31706716,The Swinger,1966,['Comedy']
644845,EdTV,1999,['Comedy']
14454439,So Long Mr. Chumps,1941,['Comedy']
11522872,Oh Schucks...It's Schuster!,1989,['Comedy']
6917971,Love and Other Disasters,2006,['Comedy']
10827382,A Good Day to Have an Affair,2007,['Comedy']
12064781,This Way Please,1937,['Comedy']
7267220,The Magic Christian,1969,['Comedy']
16686440,All in a Night's Work,1961,['Comedy']
8753860,The Survivors,1983,['Comedy']
34346997,The Wedding Band,2011,['Comedy']
8843407,On The Loose,1931,['Comedy']
12361350,Francis,1950,['Comedy']
25048337,A Swingin' Summer,1965,['Comedy']
4832987,Relative Values,2000,['Comedy']
1683454,Pups Is Pups,1930,['Comedy']
15098889,Go Fly a Kit,1957,['Comedy']
10691302,His Prehistoric Past,1914,['Comedy']
180912,Theodora Goes Wild,1936,['Comedy']
8891457,Mame,1974,['Comedy']
25034749,Aattanayagan,2010,['Comedy']
15523657,Bluff,nan,['Comedy']
6218427,Moving McAllister,2007,['Comedy']
11417077,The Flying Cat,1952,['Comedy']
7347460,We're Not Dressing,1934,['Comedy']
11439529,Costa!,2001,['Comedy']
236497,Knighty Knight Bugs,1958,['Comedy']
13814165,Meet the Spartans,2008,['Comedy']
896237,The Wrong Trousers,1993,['Comedy']
3260200,Bugs Bunny's Christmas Carol,1979,['Comedy']
3546329,Alias Jesse James,1959,['Comedy']
13414244,The Radio Pirates,2007,['Comedy']
14451664,Rockin' Thru the Rockies,1940,['Comedy']
34480764,Rango,2011,['Comedy']
13401806,Too Much Sex,2000,['Comedy']
1524596,Hitch,2005,['Comedy']
18807836,The Big Bad Wolf,1934,['Comedy']
3569329,Eddie,1996,['Comedy']
633883,Two Weeks Notice,2002,['Comedy']
2671380,Neighbours,1952,['Comedy']
5983218,Nutty But Nice,1940,['Comedy']
954883,A Saintly Switch,1999,['Comedy']
1848371,Outrageous Fortune,1987,['Comedy']
9031450,Spring Bears Love,2003,['Comedy']
27359507,Beverly Hills Chihuahua 2,2011,['Comedy']
1328254,Eat Your Makeup,1968,['Comedy']
948223,Mr. Destiny,1990,['Comedy']
22276971,Shades of Ray,2008,['Comedy']
6647011,Hit the Ice,1943,['Comedy']
2587262,The Two Mouseketeers,1952,['Comedy']
8085610,The Possible,nan,['Comedy']
18388326,You Can't Take It With You,1938,['Comedy']
25446751,Patnam Vachina Pativrathalu,1982,['Comedy']
15112634,Turned Out Nice Again,1941,['Comedy']
11608397,Hare Lift,1952,['Comedy']
74535,Plane Crazy,1928,['Comedy']
876872,Addams Family Values,1993,['Comedy']
8487305,Christmas Do-Over,2006,['Comedy']
6075725,Le gendarme de Saint-Tropez,1964,['Comedy']
798584,My Fellow Americans,1996,['Comedy']
1741449,The Young Master,1980,['Comedy']
2623071,Oscar,1991,['Comedy']
18472115,Janky Promoters,2009,['Comedy']
26192837,Bowery Bombshell,nan,['Comedy']
1853921,The Beverly Hillbillies,1993,['Comedy']
9653767,I Don't Hate Las Vegas Anymore,1994,['Comedy']
248601,A Hard Day's Night,1964,['Comedy']
6443785,The Crew,2000,['Comedy']
2389941,Lady on a Train,1945,['Comedy']
1299974,Smiles of a Summer Night,1955,['Comedy']
9653770,We're Not Married!,1952,['Comedy']
2582748,Dough and Dynamite,1914,['Comedy']
3788150,Crazy People,1990,['Comedy']
3520781,Dr. Dolittle 3,2006,['Comedy']
6156767,Golden Chicken,2002,['Comedy']
27553135,Your Mother Wears Combat Boots,1989,['Comedy']
23092448,Little Fockers,2010,['Comedy']
17551895,Visioneers,2008,['Comedy']
10141485,The Cat Above and the Mouse Below,nan,['Comedy']
6095252,Road to Singapore,1940,['Comedy']
2059591,Jett Jackson: The Movie,2001,['Comedy']
3422774,Excess Baggage,1997,['Comedy']
98506,"The Russians Are Coming, the Russians Are Coming",1966,['Comedy']
14795399,Half Shot at Sunrise,1930,['Comedy']
5212120,It Happens Every Spring,1949,['Comedy']
26497156,Senior Mandrake,2010,['Comedy']
600194,Cool World,1992,['Comedy']
24705139,Wieners,2008,['Comedy']
16089447,Jocks,1987,['Comedy']
12028378,Hare Do,nan,['Comedy']
6336451,Histórias Que Nossas Babás Não Contavam,1979,['Comedy']
19684895,Men In Fright,1938,['Comedy']
14489319,Mickey's Delayed Date,1947,['Comedy']
8788084,On the Wrong Trek,1936,['Comedy']
19221106,Extract,2009,['Comedy']
8119369,The Wistful Widow of Wagon Gap,1947,['Comedy']
3754316,Waking Ned Devine,1998,['Comedy']
238397,Flowers and Trees,1932,['Comedy']
21246543,Quisiera Ser Hombre,1988,['Comedy']
695315,The Cat Concerto,1947,['Comedy']
12982972,Bedlam in Paradise,1955,['Comedy']
2886036,Talladega Nights: The Ballad of Ricky Bobby,2006,['Comedy']
19662241,The Little Ranger,1938,['Comedy']
29437259,35 and Ticking,2011,['Comedy']
15843419,Pinkfinger,1965,['Comedy']
3412648,Harold & Kumar Escape from Guantanamo Bay,2008,['Comedy']
20511718,Stuck Like Chuck,2009,['Comedy']
11171190,Up the Chastity Belt,1971,['Comedy']
14992876,Spare a Copper,nan,['Comedy']
15197178,The Naked Man,1998,['Comedy']
19817427,Rover's Big Chance,1942,['Comedy']
238906,Blues Brothers 2000,1998,['Comedy']
9406991,Jerry and the Lion,1950,['Comedy']
6934510,The Stupids,1996,['Comedy']
165362,Punch Drunks,1934,['Comedy']
2354228,Soapdish,1991,['Comedy']
18368887,Cry for Happy,1961,['Comedy']
2768565,Police Story 2,1988,['Comedy']
8285285,Elmer Elephant,nan,['Comedy']
2676861,Kinky Boots,2005,['Comedy']
18293440,Honeymoon in Bali,1939,['Comedy']
9989119,Smitten Kitten,1952,['Comedy']
1057569,Bells Are Ringing,1960,['Comedy']
9426325,I Phouska,2001,['Comedy']
27671458,On The Right Track,nan,['Comedy']
2518695,Malcolm,1986,['Comedy']
1710716,The End,1978,['Comedy']
3371111,Girl Shy,1924,['Comedy']
19828237,Election Daze,1943,['Comedy']
227291,The Hot Chick,2002,['Comedy']
5984222,Cry Uncle!,1971,['Comedy']
26601914,April Fool,2010,['Comedy']
2018921,The First Wives Club,1996,['Comedy']
21380964,Ski School,1991,['Comedy']
17082042,5th Ave Girl,1939,['Comedy']
2473101,Showtime,2002,['Comedy']
1412408,Slap Shot,1977,['Comedy']
20845534,Mortadelo & Filemon: The Big Adventure,2003,['Comedy']
10366448,Caravan,1971,['Comedy']
14737134,Fright Night,1947,['Comedy']
14521327,The Ritz,1976,['Comedy']
10709972,Kill Buljo,2007,['Comedy']
2641743,The Villain,1979,['Comedy']
1474328,Serendipity,2001,['Comedy']
14553699,Mr. Lemon of Orange,nan,['Comedy']
25263706,The Dog Who Saved Christmas,2009,['Comedy']
20354657,The Constant Husband,1955,['Comedy']
1344253,Flubber,1997,['Comedy']
36534509,Die Christel von der Post,1956,['Comedy']
7177569,The Gay Deceivers,1969,['Comedy']
20509157,Going by the Book,2007,['Comedy']
4367482,Sextette,1978,['Comedy']
3263452,Filantropica,2002,['Comedy']
33242772,Andy Colby's Incredible Adventure,1988,['Comedy']
8147151,Hash,nan,['Comedy']
20837828,Panchamirtham,2008,['Comedy']
14734879,Rusty Romeos,1957,['Comedy']
1316128,CB4,1993,['Comedy']
19299521,Seein' Things,1924,['Comedy']
7148032,Ride 'Em Cowboy,1942,['Comedy']
20532650,Sleep Happy,nan,['Comedy']
20600119,Pinkadilly Circus,1968,['Comedy']
14440290,Saved by the Belle,1939,['Comedy']
7467504,Fidibus,2006,['Comedy']
1001945,My Learned Friend,1943,['Comedy']
8433150,Kung Fu Mahjong 2,2005,['Comedy']
10931608,Let's Be Happy,nan,['Comedy']
20906855,"All's Well, Ends Well 2009",nan,['Comedy']
3816197,Kidco,1984,['Comedy']
1841530,Bachelor Party,1984,['Comedy']
3737477,Don't Lose Your Head,1966,['Comedy']
2452747,Britannia Hospital,1982,['Comedy']
16633798,The Case,2007,['Comedy']
5843229,The Wheeler Dealers,1963,['Comedy']
2983249,The Ultimate Christmas Present,2000,['Comedy']
13161277,Olive Oyl for President,nan,['Comedy']
897481,Just One of the Guys,1985,['Comedy']
26709815,Dirty Work,1934,['Comedy']
15446482,A Sailor-Made Man,1921,['Comedy']
21075146,When Brendan Met Trudy,2001,['Comedy']
20683469,Maskerade,1934,['Comedy']
14304637,Sundara Purushan,1997,['Comedy']
19035964,Please Turn Over,1959,['Comedy']
14526240,Higher Than a Kite,1943,['Comedy']
6816652,Teen Titans: Trouble in Tokyo,2007,['Comedy']
12527314,Feather Dusted,1955,['Comedy']
19412716,Doctor in Distress,1970,['Comedy']
10766020,Bring It On: In It to Win It,2007,['Comedy']
25974376,The Rosebud Beach Hotel,1984,['Comedy']
23813404,That Wonderful Urge,1948,['Comedy']
4299486,Passed Away,1992,['Comedy']
5566494,Touch of Pink,2004,['Comedy']
3591801,Joe Butterfly,1957,['Comedy']
17975732,Hari Puttar - A Comedy Of Terrors,2008,['Comedy']
2973523,Hollywood Shuffle,1987,['Comedy']
28809499,Golden Arrow,1949,['Comedy']
2871613,The Jewel of the Nile,1985,['Comedy']
18898096,Just One of the Girls,1993,['Comedy']
10868409,Fanny Foley Herself,1931,['Comedy']
