movie_name,year,genre,plot
Dennis the Menace Strikes Again,1998,Comedy,"After a failed attempt to find the perfect birthday present for Mr Wilson, the mischievous little terror, Dennis, tries to save him from a pair of swindlers and their bogus youth remedies. Will he manage to keep their friendship strong?"
You're a Sweetheart,1937,Comedy,Hal Adams tries to win the heart of Broadway star Betty Bradley.
Fubar: Balls to the Wall,2010,Comedy,Terry and Dean head north to make sweet cash in the oil patch.
Freebird,2008,Comedy,Three friends out for a weekend motorcycle ride through Wales stumble upon a marijuana field and biker gang war.
Babes in Toyland,1999,Comedy,"It's three days before Christmas, as the conductor aboard the Toyland Express, Humpty Dumpty , meets two children, Jack and Jill ([[Joseph Ashton , who are on their way to Toyland. After meeting Tom Piper  and Mary Lamb , who run her late father's toy factory, they go to live with their uncle, the evil Barnaby Crookedman , who doesn't believe in toys and keeps Jack and Jill in the attic. He has plans to shut down the toy factory, and earlier shot down Tom's hot air balloon as he was flying over the Goblin Forest in an attempt to get him eaten by goblins . Jack and Jill sneak out and go to the Toy Factory, which had received a big order from Santa Claus requesting a thousand giant toy soldiers. Jack and Jill offer to help, but Barnaby takes them back to the attic of his house and threatens to send them to the Goblin Forest if they go near the toy factory again. Shortly afterward, he hires two pirates named Gonzargo and Rodrigo  to sabotage the toy factory. Jack and Jill sneak out and go to the toy factory again, where Gonzargo and Rodrigo, disguised as sheep, drop a monkey wrench into one of the machines, but Jack is able to remove it before the machine can explode. Jack and Jill immediately suspect Gonzargo and Rodrigo, though believing them to be sheep, and chase after them, resulting in Rodrigo and Gonzargo being knocked into a well by a ram and Jack and Jill, respectively, get knocked down by an empty pail and fall down the hill again. Barnaby catches Jack and Jill and orders Gonzargo and Rodrigo, who expose the children's interference with the sabotage, to take them to the Goblin Forest. There, they meet the evil Goblin King  who tries to eat all four of them. Mr. Dumpty informs Tom and Mary, who go to the forest to rescue them. As the goblins are weak against light, they use a flashlight to fight them off and escape. Barnaby knocks Mr. Dumpty over a bridge  for the key to the factory and tries to enter it, but is stopped by Tom, Mary, Jack, Jill, Gonzargo, and Rodrigo, and is forced to retreat. Tom and Mary finish the Toy Factory's order and fall in love, but Barnaby leads the goblins to Toyland, where they invade, setting fire to the buildings and roasting Gonzargo and Rodrigo on a spit. Tom activates the toy soldiers, who soundly defeat the goblins and put out the fire, saving all of Toyland . Barnaby insults the Goblin King, who tries to eat him, but Jack and Jill shine a flashlight on him, and all the toy soldiers do the same, destroying the Goblin King. Barnaby calls him a ""pathetic ogre"", and the other goblins confront him and chase him off, out of Toyland . Finally Christmas arrives; Tom has repaired Mr. Dumpty. Santa transforms all the giant toy soldiers into small toy soldiers. He notices Barnaby's cat, Scat, who is now homeless since Barnaby's disappearance; he picks him up and pets him. Jill asks for Scat and she gets him, and Santa continues on his journey. In the end, Jack and Jill become the adopted children of Tom and Mary."
Invasion of the Star Creatures,1962,Comedy,A pair of comical soldiers (Robert Ball and Frankie Ray) investigate a mysterious crater in an atomic detonation area and discover several beautiful alien vixens (Dolores Reed and Gloria Victor) who plan to conquer the world using an army of vegetable monsters.
Penny Points to Paradise,1951,Comedy,Harry Flakers is a pools winner who is targeted by a forger.
Who is Thanassis,1969,Comedy,"Thanassis Trikorfos [Vengos] is a polite and compassionate electrical appliance dealer, who helps and serves worldwide, even when he himself is in difficulty. He hires the graceful Stella [Fonsou], who needs the money since her card player friend Alekos [Ploios] ends up betting away everything she earns. Thanassis, who has been unhappy, becomes fascinated with Stella's shrewdness and good heart. He falls in love with her, and his happiness returns. Stella feels the same way, but has to conceal it for fear of her boyfriend's reaction. When the kind and trusting Thanassis learns the woman he loves is already engaged, his wounded heart hardens and he becomes distant. From a gallant shop owner he becomes a shrewish, domineering and demanding merchant. Meanwhile, two of his friends [Takis Miliadis and Giorgos Velentzas] are attempting to persuade him to cooperate with secular businesswoman Margaret Kerani [Ipsilandi], whose ultimate aim is to take over the shop. Stella, who overhears the conversation and discovers the ""good friends"" preparing to set the trap for Thanassis, frustrates their plans at the last moment. Because of this behavior, her love for Thanassis is finally revealed. The film blends comedy with emotional elements and ends happily."
Portrait of the Artist as a Young Bunny,1980,Comedy,"In this cartoon ode to great literature, Bugs recalls his youth with Elmer Fudd."
Uuno Turhapuro &ndash; This Is My Life,2004,Comedy,Uuno Turhapuro takes part in a reality TV show where he tells viewers his life story.
Yam Yasothon,2005,Comedy,
Bhalevadivi Basu,2001,Comedy,"Sagar, a forest ranger who reports to Shilpa, and a tribal woman named Nemali both vie for Shilpa's attention."
Kevin of the North,2001,Comedy,"Kevin Manley , a Los Angeles travel agent, receives the message that his grandpa has passed and left everything to him. However, he must go to Alaska in order to collect his inheritance. He leaves Canoga Park , quits his job, despite his boss warning him that he will give up and decide to come back begging for his job back, and heads to Anchorage, Alaska. Upon arrival, Manley finds out that if he proves he is manly by participating in the yearly Iditarod Trail Sled Dog Race he can obtain the land that his grandfather left to him and if he doesn't participate, the land wouldn't be signed over. While in Alaska, he meets some other participants including: the beautiful Bonnie Livengood , the stupid English Carter , ex-sheriff Ned Parker  and the local attorney Clive Thornton  who initially informed him of conditions of the race. Manley eventually discovers a box of various items that had belonged to his grandfather that included a fur cap and coat, a sword, and a diary which informed Manley that his grandfather had found gold on the land with a relative of a participant he had met earlier, Bonnie Livengood. While preparing for the event, two other participants, Clive and Carter, attempt to sabotage Manley's chances at winning the race so they can get the land and the gold. Clive promises to pay Carter a thousand dollars if he could prevent Kevin from entering or even finishing the race. Carter succeeds in stealing Kevin's team of huskies and burning down the shed containing his sled, tent, and supplies. Despite his losses, Kevin uses some of his remaining savings to buy a new sled, a tent, some winter clothing, and food supplies for him and his dogs. He also buys a new team of dogs to replace the ones he lost: Farty, a Nova Scotia Duck Tolling Retriever, Trooper, a German Shepherd, Pierre, a black poodle, Barker, a large dark-brown wiry-haired mongrel, Gumly, a large St. Bernard, Snowflake, a white American bulldog, and a Jack Russell terrier named Riddles. After the Iditarod race begins and the teams head off into the wilderness, Kevin begins to learn how to survive on the trail and face the perils that seem to pull on him. He and his dogs begin to form a bond of friendship. Along the trail, Kevin rescues Bonnie from Parker, who was in the process of trying to rape her, and gives him the ""Canoga Park Coffee Zap"", in which he pours hot coffee on his private area. Shortly afterwards, Bonnie and Kevin form a deep relationship and fall in love with each other. Clive and Carter, who are both anxious to have Kevin lose, try several plans to stop Kevin from finishing the race. Carter cuts half of one of the lines attached to the sled, in which it snaps free as the team rush on down the trail and Kevin has an accident, but is rescued by an Indian tribe and nursed back to health. Another night, Clive and Carter scatter strips of meat around the camp, which attracts a grizzly bear that tears down Kevin's tent and scares him and his dogs off. After the duo blow up Kevin's grandfather's cabin with dynamite, Kevin soon finds out of Clive's and Carter's plan and warn them both to stay away from him and his team. While camping in a snow cave during a blizzard, Bonnie and Kevin discover a map inside Kevin's jacket that belonged to his grandfather. The map tells them of a place known as Wolf Mountain, where Kevin believes that his grandfather hid his gold. When the storm clears, they reach Wolf Mountain and recovered the chest full of gold nuggets underneath the snow. Unfortunately, Clive and Carter arrive, take the chest of gold, and take Bonnie hostage after burying Kevin in the spot where they uncovered the gold. However, Kevin orders his lead dog, Farty to dig him out and he follows Clive and Bonnie all the way to Nome, which is the finish line of the Iditarod Sled Dog race. He manages to beat Parker and Carter, wins the race, and races onward to cut off Thornton's escape. He rescues Bonnie and Clive draws out a gun and fires at them, but he misses. The bullet glances off several metal objects inside an abandoned garage and finally hits an oil barrel, which blows up the garage with Clive inside it. At the same moment, the gold survives the explosion and falls around Bonnie and Kevin, who are surprised and overjoyed. Clive, who had recently survived the explosion, and Carter are arrested for their actions against Kevin and Bonnie, and Kevin is rewarded with the prize money of the race, a gold cup, and a bouquet of flowers, which he gives to Bonnie. He asks Bonnie to marry him and she happily agrees. With some of the price money and his grandfather's gold, Bonnie and Kevin get married, build a new cabin, and settle down with their dogs and their first child, a baby girl.."
Wagons East,1994,Comedy,"In the 1860s Wild West, a ragged bunch of misfit settlers decides they cannot stand living in their current situation and they hire a grizzled cowboy to take them on a journey back East to their hometowns."
Waldo's Last Stand,1940,Comedy,"The ""Our Gang"" kids stage a talent show in their clubhouse."
Neighbors,1920,Comedy,The Romeo and Juliet story played out in a tenement neighborhood with Buster and Virginia's families hating each other over the fence separating their buildings.
Häpy Endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,1977,Comedy,A prequel to the other Uuno Turhapuro movies that tells the story of how Uuno found his wife and got her to marry him.
Driving Me Crazy,1991,Comedy,"An eccentric East German inventor and defector travels to Los Angeles, California to sell a prototype revolutionary new car that runs on vegetables and produces no pollution, but he runs into one madcap situation after another to find a buyer and financier for mass production."
Departamento compartido,1980,Comedy,"Alberto is a jeweler whose wife, Silvina, has kicked him out of his house because of his slovenly lifestyle. Having no other place to go, the newly divorced Albert asks his friend Mauricio if he can stay at his home. Mauricio is the owner of an imported car dealership and lives a very neat, routine, and quiet lifestyle -- the opposite of Alberto. The entry of Alberto into Mauricio's life and their radically clashing personalities results in both awkward and hilarious situations."
Hairshirt,1998,Comedy,"Danny Reilly  is a self-obsessed man who, after dumping Renee Weber , falls in love again with Corey Wells . But Renee makes it her mission to see that Danny never falls in love again and sets out for attack when he falls for Corey. Who will get the girl when Danny's constantly talking roomie Tim  falls in love with Corey too?"
Alice in Wonderland,1999,Comedy,"Alice follows a white rabbit down a rabbit-hole into a whimsical Wonderland, where she meets characters like the delightful Cheshire Cat, the clumsy White Knight, a rude caterpillar, and the hot-tempered Queen of Hearts and can grow ten feet tall or shrink to three inches. But will she ever be able to return home?"
Mais où est donc passée la septième compagnie?,1973,Comedy,"During the Battle of France, while the German forces are spreading quickly inside the country, the 7th Transmission Company, suffered an air raid near the Machecoul wood. After driving through the shells, the company succeeds to enter and hide itself within the wood. Captain Dumont, the company commander, sent three of his men, Louis Chaudard, Pithiviers and Tassin scouting the area and providing overwatch. After taking care of burying the radio cable beneath the sandy road, the little squad crosses the field, climbed the closing hill and took position within a wall- covered area, which occurred to be a cemetery. Unfortunately, one of the company men who was cutting down trees for camouflage, hit the wrong tree, leveling up the radio cable from the sandy road and getting it completely on sight when a German infantry division whhich chasing the unit passed. The Germans cut the cable, surround the woods and order a puzzled 7th to surrender. During that time, Chaudard and his mates, who spotted the Germans, tries with no success  to contact and join their unit. They can only witnessed their comrades captures and decide to run away. Now on their own and under the lead of Staff Sergeant Chaudard who absolutely wants to join and free his unit, the 3 soldiers began their adventures. After a long day-walk, the group stopped in a wood to pass the night. Pithiviers, who loves the situation  is more than decided to slow down the walk and patiently wait for the end of the campaign! The next day, while his mates are still sleeping, he goes for a swim in the surrounding lake, completely in sight of possible German fighters. When Chaudard and Tassin wake up, they leave the camp without their weapons to look after Pithiviers. Tassin finally finds him and after an angry warning, is convinced by Pithiviers to join him in the lake. Soon Afterwards, seeing his two men happily struggling in the water, Chaudard orders them to go out immediately but he got distracted by a rabbit and fall down in the lake fully clothed. Later, while Chaudard teaches his men how to swim like him, two German fighters appears, pushing the 3 guys out of the water. While waiting his clothes to dry, Chaudard attended an air combat between one French fighter and two Bf 109. After shooting down one of the German plane, the French pilot, Lieutenant Duvauchel, has to land in emergency and escape his plane before it blasts. When the team is ready to go, the lazy PFC Pithiviers, seeing the bad shape of one of his shoe after numerous chutes and still decided to stay on the camp, voluntarily fall down, destroying what's left of his shoe sole. Aware of the laziness of Pithiviers, Chaudard left him an angry look and decide to delay the departure. He sent Tassin, who loves to eat, in scout patrol to get food and a new pair of shoes for Pithiviers. After an hour walk, Tassin finally arrived in a farm but all his occupants were absent except the dog. After Tassin went back and the night fall down, Chaudard went to the farm and was happily welcomed by the dog. The farm holder who just got back to home with her daughter-in-law and Lt Duvauchel, welcomed Chaudard who tells her wrongly that he and his 9 men are still fighting inside the wood. Duvauchel, who was hiding behind the door, appears to a puzzled Chaudard and decide to go with him meeting the group. When Chaudard and Duvauchel finally joins the camp, Tassin and Pithiviers are roasting a rabbit they caught during Chaudard's absence. When they realized that Chaudard didn't come back alone, Tassin and Pithiviers stands the guard hiding the rabbit behind their backs. Duvauchel realized also that all what Chaudard says was a lie and took the command. The following day, the now 4 men leave the wood in early morning  and capture a German armored tow truck after killing its 2 drivers. With the former plan to abandon the truck and the two nazis in a wood, they finally realize that the vehicle is the best way to free the 7th company without being detected. Then they disguised themselves with the Germans suits and followed their road. Then they recovered one of their own who succeeded to escape and got a lot of resources from a collaborationist who confounded them with Germans. On their way, they encountered a French Gendarmerie patrol who occurred to be a 5th column one. They injured the young soldier who just joined the group and got killed by Tassin who already shot down the truck's driver. In revenge, they use their cover to destroy a German Tank thanks to the cannon gun of the tow truck. By a happy shot of luck, planning to go to Paris, they were misguided by their own colonel, took the wrong road and finally found the 7th Company with their German Guards who were bringing them in Germany. Using again their cover, they forced the guards to run in front of the truck, allowing the company to get away. When Captain Dumont joined his getaway troops, the truck with Chaudard, Tassin and Pithiviers aboard saluting the German Commander with a great smile, got away to join the 7th."
My Chauffeur,1986,Comedy,A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.
Head Over Heels,1979,Comedy,"Charles Richardson is a civil servant in his early 30s, working in the Department of Development, Salt Lake City, Utah, and an impetuous romantic. One day he meets Laura Conley in the filing department of his office and it is love at first sight. Laura is a married woman who has just moved out on her husband Ox, a log home salesman. She is disillusioned by own marriage and wants to find herself. Charles gathers courage and asks her out. Soon she moves in with him and seems happy. But she starts having second thoughts. According to Laura, he loves her too much. ""You have this exalted view of me, and I hate it. If you think I'm that great then there must be something wrong with you."" Laura leaves Charles and goes back to her husband, Ox. Sam, recently unemployed as a jacket salesman, moves in with Charles, who tries to grapple with the loss of Laura. Charles's mother, meanwhile, is an eccentric who has suicidal thoughts. Charles begins to make efforts to win Laura back. Charles finds out from his secretary, Betty, that Laura has left Ox once again and is living in an apartment with a roommate."
Thai Thief,2006,Comedy,"In World War II, Japanese troops occupied Southeast Asia with the intention of making new colonies. Thailand was one country that allowed the Japanese troops to transport their weapons and gold via train. For Kom, a well-known Thai thief, this was the perfect opportunity to commit a crime. Meanwhile, Toe, the leader of an anti-Japan movement has a plan to stop the train, but the situation becomes more difficult when Kom and Toe are forced to help a secret agent from being captured by the troops."
The Dog Who Saved Christmas Vacation,2010,Comedy,"The Bannister family - including former K-9 police hero Zeus - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort. But toss in an unexpected visit from cocky Uncle Randy and his foxy poodle Bella and a familiar pair of bumbling jewel thieves, and this holiday may be headed downhill fast! Can Zeus solve the crime, save Bella and hit the slopes, all in time for Christmas Day?"
Cybermutt,2003,Comedy,"When Rex, a good-natured Golden Retriever, is given bionic super powers by an eccentric scientist, he becomes the target of an evil genius determined to possess the new technology at any cost."
Fat Choi Spirit,2002,Comedy,"Centres around a Mahjong master, Andy, and his dealings with his ex-girlfriend, estranged family and a local gang."
Monty Python and the Holy Grail,1974,Comedy,"Monty Python and the Holy Grail loosely follows the legend of King Arthur. Arthur  along with his squire, Patsy , recruits his Knights of the Round Table, including Sir Bedevere the Wise , Sir Lancelot the Brave , Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot  and Sir Galahad the Pure . On the way Arthur battles the Black Knight  who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not to enter, as ""it is a silly place"". They are instructed by God  to seek out the Holy Grail. Their first stop is a French-controlled castle where they believe the Grail is being held. After being insulted in mangled Franglais, they try to sneak into the castle in a Trojan Rabbit, but this plan goes terribly wrong when they forget to hide inside it first, and the rabbit is subsequently catapulted back at them. Arthur then decides the group should separate to seek the Grail. Concurrently, in a manner of ""breaking the fourth wall"", a modern-day historian is describing the Arthurian legend for a television program. He is suddenly killed by a knight on horseback, triggering a police investigation. Each of the Knights encounters various perils on their quest. Arthur and Bedevere attempt to satisfy the strange requests of the dreaded Knights who say Ni. Sir Robin narrowly avoids a fight with the Three-Headed Giant by running away while the heads are arguing, causing embarrassment as the bard following him sings ""Brave Sir Robin ran away"". Sir Lancelot accidentally assaults a wedding party at Swamp Castle, mistakenly believing them to be holding a lady against her will, only to discover an effeminate boy. Galahad is led by a Grail-shaped beacon to Castle Anthrax, populated only by women who wish to perform sexual favours for him, but is ""rescued"", somewhat against his will, by Lancelot. The Knights regroup and travel to see Tim the Enchanter , who points them to caves where the location of the Grail is written on the walls. To enter the caves, the group is forced to defeat the Rabbit of Caerbannog using the Holy Hand Grenade of Antioch. They enter the cave and are attacked by the Legendary Black Beast of Aaaaarrrrrrggghhh, which devours Brother Maynard. Arthur and his Knights flee and barely escape by virtue of the beast's animator suffering a fatal heart attack. With their final destination known, the group travels to its last peril, the Bridge of Death, where each Knight is forced to answer three questions by the bridge-keeper  before they can cross the Gorge of Eternal Peril; Sirs Robin and Galahad fail and are thrown into a chasm below. Arthur, at his turn, accidentally tricks the bridge-keeper, who is thrown into the chasm himself. Lancelot becomes separated from Arthur and Bedevere, and is later shown being arrested by police for the murder of the historian. Arthur and Bedevere travel to the Grail castle, which turns out to be occupied by the same French forces who insulted and drove them off earlier. The Knights amass a large army and prepare to storm the castle, but just as they begin to charge, the modern police arrive on the scene. Arthur and Bedevere are arrested, and one of the officers knocks the film out of the camera, putting an abrupt end to the movie. There are no end credits, only several minutes of organ music."
Una película de huevos,2006,Comedy,"The movie starts off with the egg Toto who wants to become a chick but he was taken away from his mother before he could hatch. Then he was put for sale in a supermarket where Toto was bought. Toto meets Willy and a bunch of other eggs who want to escape. After Willy and the Leader devised a plan to escape, they chose Toto to distract the cat while they escape. Willy would serve as his aid when Toto escaped the cat, but sadly they get left behind by the others and were left trapped in the house, forced to look for a way to get to a farm so Toto can hatch."
The Pink Flea,1971,Comedy,"The Pink Panther is bedeviled by a flea that leaves the fur of a dog and takes up residence in the panther's pink coat. Futile efforts by the Pink Panther to rid himself of the flea involve the use of flea repellant spray, hot tabasco sauce, submersion under water, and a razor that de-furs the panther, requiring him to buy a shaggy, fur coat to keep warm from winter's sudden onset - and the flea moves into the fur coat!"
Meet the Spartans,2008,Comedy,"The heroic Spartan king Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag bunch of 13 Spartan misfit warriors to defend their homeland against thousands of invading Persians whom include the Ghost Rider, Rocky Balboa, the Autobots, and an ugly hunchbacked Paris Hilton and a shaved-head Brittany Spears."
Who's Your Daddy?,2004,Comedy,
Slightly Single in L.A.,2011,Comedy,"Dale Squire is a hip, quirky, independent single woman living in the glossy city of Los Angeles. After several failed attempts in quasi-relationships, Dale concludes that finding a meaningful relationship in L.A. is impossible. But being anti-social is tough for any young girl in Hollywood. With Jill’s frantic wedding right around the corner, Dale finds herself reflecting on the significance of marriage, and the mutual respect needed for a successful relationship. When Zach, a successful heartthrob rock star and old friend of Dale’s finds his way back into her life, Dale slowly starts to think that maybe finding love in L.A. is possible – the only problem is that her realization might have come too late, leaving Dale in a silent love triangle, with no way out."
Salvation!,1987,Comedy,"A troubled young woman hooks up with a money-crazed televangelist and becomes a rich, heavy-metal Christian rock star."
Bor Asbe Ekhuni,2008,Comedy,
Choo-Choo!,1932,Comedy,The gang trades places with a group of orphans about to take a train ride.
Ensayo de un crimen,1955,Comedy,"Archibaldo de la Cruz  is a wealthy Mexican man. As a privileged child during the Mexican Revolution, he witnessed the death of his governess, who died as she told him a fable about a music box that his mother had just given him. Because of the contents of the story and the coincidental timing of the governess's death, a young Archibaldo concludes that he had killed the woman using the music box. It is from there that his desire to kill begins. As an adult, Archibaldo relates this story to a nun, and threatens to kill her with a straight razor. The terrified woman runs from Archibaldo, eventually running into an empty elevator shaft to her death. Archibaldo is called in by a judge investigating the incident. He confesses that he is responsible for her death, and for many others. Patricia Terrazas , is rather loud and constantly at conflict with her lover. After witnessing a fight between her and her lover, Archibaldo follows her and offers to drive her home, which she accepts. On arriving, he fantasizes of killing her with his straight razor, but is interrupted when her lover arrives home. The next morning a police officer arrives at Archibaldo's home, with news that Patricia had committed suicide. Next, Archibaldo turns his attention to Carlota Cervantes , a woman who outwardly appears very religious, and is purported to be a virgin. However, she is having an affair with a married man. Archibaldo approaches her saying that he is very conflicted between good and evil. He thinks that Carlota can fix his problems, and proposes to marry her. In the meantime, Archibaldo pursues another woman, Lavinia ([[Miroslava , whom he met in an antique shop, and later a bar. Lavinia works as a model for mannequins, and also shows American tourists around town. Archibaldo invites Lavinia to his home under false pretenses. He tells her that when they met, she reminded him of Joan of Arc being consumed by flames. He plots to strangle her and burn her in a kiln, but unexpectedly, the doorbell rings. It is Lavinia's tourist friends, the gringuitos. Lavinia has a disappointed Archibaldo take them on a tour of his home. When they leave, Lavinia says that she must go as well, and that she cannot see Archibaldo again because she is getting married. Just as this is happening, Carlota comes in with her mother to accept Archibaldo's proposal. But Archibaldo soon learns of her adulterous relationship, and is displeased. He fantasizes about making her kneel and pray on her wedding night, and shooting her while she is praying. The wedding goes through, however, her jilted ex-lover ends up shooting her instead. After having heard all of this, the judge says that Archibaldo has committed no crimes, and that merely thinking of killing people is not a crime. Archibaldo, despite his intense feelings of guilt, is deemed innocent. As if to be processing this unexpected reaction, Archibaldo takes a walk in the park. He then throws his music box into a lake, and moves on. He runs into Lavinia, whose marriage did not work out. The two walk together and the film ends."
Banty Raids,1963,Comedy,"A horny hipster rooster, attracted to the hens in Foghorn Leghorn's barnyard, disguises himself as a baby foundling on Foghorn's doorstep. Foghorn adopts the girl-crazy rooster as his son, giving him access to all the chickens on the farm!"
The Straw Hat,1974,Comedy,"The extravagant life of a charming rentier who thought nothing of consequences. But living on credit finally wakes him up, forcing to end his bachelor's life by marrying the daughter of a wealthy earl for her money. All goes well until a horse eats a certain straw hat, triggering a series of farcical vents interwoven with the marriage."
Cat Soup,2001,Comedy,A young anthropomorphic cat goes on a psychedelic journey with his sister in order to save her soul.
Hotel Hell Vacation,2010,Comedy,"Clark and Ellen Griswold embark on a trip to visit their son Rusty and his family, but along the way, Clark has planned a romantic getaway where everything turns to disaster."
My Boss's Daughter,2003,Comedy,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal."
